ride_date,day_of_week,month,avg_duration_min,num_rides,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in
2017-05-15,Monday,5,14.22,54715,61.7,70.0,46.9,17.8,0.01
2017-08-20,Sunday,8,20.31,55442,78.7,89.1,71.1,10.4,0.0
2017-08-17,Thursday,8,17.59,66656,76.4,86.0,70.0,7.0,0.0
2017-05-16,Tuesday,5,15.44,64504,68.8,82.9,54.0,10.3,0.0
2017-12-13,Wednesday,12,11.8,32623,29.2,51.1,21.9,21.0,0.0
2017-07-12,Wednesday,7,15.49,61786,84.2,91.0,75.0,9.1,0.0
2017-07-05,Wednesday,7,18.01,60321,76.7,87.1,70.0,7.6,0.0
2017-04-08,Saturday,4,19.26,35936,47.4,57.9,42.1,16.0,0.0
2017-11-20,Monday,11,12.48,45121,43.1,60.1,37.0,13.1,0.02
2017-06-08,Thursday,6,15.59,62653,63.9,71.1,52.0,5.4,0.0
2017-08-25,Friday,8,16.99,64217,72.3,81.0,66.0,6.0,0.0
2017-10-28,Saturday,10,21.18,61348,60.9,68.0,51.1,9.0,0.0
2013-11-15,Friday,11,12.72,29051,49.1,57.0,34.0,6.2,0.0
2013-12-19,Thursday,12,11.24,18766,36.6,45.0,24.1,9.6,0.0
2013-10-15,Tuesday,10,13.48,37534,60.4,70.0,53.1,4.7,0.0
2013-09-25,Wednesday,9,13.99,38223,64.1,73.0,50.0,5.4,0.0
2013-09-17,Tuesday,9,13.88,38283,58.2,72.0,48.9,10.1,0.02
2013-12-12,Thursday,12,11.46,17214,27.6,34.0,23.0,12.5,0.0
2013-09-30,Monday,9,13.73,37148,63.9,73.0,57.9,4.1,0.0
2013-07-25,Thursday,7,14.94,31084,68.0,82.9,64.0,11.7,0.0
2013-10-29,Tuesday,10,12.58,33414,50.5,61.0,44.1,8.0,0.0
2013-07-20,Saturday,7,17.95,25278,89.2,100.0,82.9,11.3,0.0
2013-11-24,Sunday,11,11.1,9392,29.4,55.0,24.1,22.2,0.02
2013-07-03,Wednesday,7,16.24,21864,78.5,84.9,73.9,8.8,0.06
2013-09-29,Sunday,9,16.52,32592,64.6,73.0,57.9,4.9,0.0
2013-11-02,Saturday,11,16.59,31013,61.5,70.0,55.0,5.7,0.05
2013-11-23,Saturday,11,14.31,18996,47.4,57.0,39.9,12.8,0.07
2013-12-23,Monday,12,11.89,6956,58.5,69.1,50.0,6.2,0.09
2013-07-08,Monday,7,21.49,21615,83.7,98.1,75.0,8.9,0.0
2013-08-24,Saturday,8,18.08,32941,71.5,81.0,64.0,8.9,0.0
2013-09-14,Saturday,9,16.69,31607,61.6,77.0,55.9,10.8,0.03
2013-11-03,Sunday,11,13.26,20798,50.9,68.0,42.1,11.2,0.01
2013-12-24,Tuesday,12,12.74,11025,39.2,62.1,34.0,10.7,0.44
2013-07-29,Monday,7,15.69,34915,77.3,89.1,71.1,5.7,0.13
2013-07-11,Thursday,7,16.83,24417,82.3,91.0,75.0,7.6,0.02
2013-09-09,Monday,9,15.26,35394,65.9,80.1,57.9,7.7,0.0
2013-12-05,Thursday,12,12.38,26988,48.6,57.9,39.0,5.3,0.01
2013-12-07,Saturday,12,12.23,15545,38.2,43.0,35.6,10.7,0.81
2013-07-10,Wednesday,7,15.53,25732,82.0,91.0,75.0,8.7,0.08
2013-10-20,Sunday,10,15.91,29256,58.4,64.0,51.1,10.4,0.0
2013-08-09,Friday,8,15.14,29017,78.2,89.1,71.1,9.2,0.08
2013-08-01,Thursday,8,13.38,20138,73.5,82.0,69.1,7.6,0.0
2013-12-30,Monday,12,12.35,13241,40.5,48.0,28.9,11.3,1.2
2013-10-03,Thursday,10,13.72,40456,72.6,84.0,64.9,4.3,0.0
2013-10-22,Tuesday,10,12.58,36338,59.6,68.0,52.0,7.6,0.0
2013-08-14,Wednesday,8,15.56,38150,69.5,78.1,62.1,12.4,0.73
2016-09-19,Monday,9,13.57,34217,75.2,84.9,72.0,5.9,0.31
2016-02-15,Monday,2,11.87,5884,19.1,30.9,1.0,6.2,0.0
2016-09-20,Tuesday,9,14.96,64891,75.4,84.0,71.1,5.1,0.47
2016-03-25,Friday,3,19.25,34097,55.9,73.0,44.1,7.9,0.0
2016-06-02,Thursday,6,16.11,54401,68.9,82.9,62.1,9.2,0.0
2016-08-31,Wednesday,8,14.51,57214,80.5,90.0,72.0,7.5,0.0
2016-03-24,Thursday,3,15.04,36495,50.1,71.1,44.1,11.2,0.0
2016-09-10,Saturday,9,17.36,48455,82.2,93.0,75.9,7.1,0.05
2016-07-04,Monday,7,20.67,34860,76.7,86.0,69.1,7.8,0.0
2016-08-05,Friday,8,16.14,53297,77.4,86.0,70.0,8.1,0.0
2016-05-28,Saturday,5,21.96,34222,79.9,91.9,66.9,8.4,0.0
2016-09-25,Sunday,9,18.01,53568,64.2,72.0,57.9,6.8,0.2
2016-07-12,Tuesday,7,16.04,56537,76.6,84.0,69.1,8.1,0.0
2016-03-05,Saturday,3,16.75,18023,34.8,42.1,30.0,9.4,0.04
2016-03-11,Friday,3,18.28,38195,61.2,78.1,54.0,9.7,0.04
2016-02-07,Sunday,2,15.89,17605,39.6,46.0,32.0,5.0,0.0
2016-01-12,Tuesday,1,12.2,25211,32.9,45.0,26.1,9.0,0.0
2016-03-07,Monday,3,16.2,31492,45.1,61.0,33.1,9.3,0.0
2016-05-14,Saturday,5,23.05,42063,66.2,73.0,57.9,6.8,0.25
2016-05-25,Wednesday,5,16.46,53439,74.4,90.0,60.1,3.9,0.02
2016-06-09,Thursday,6,15.76,52905,63.6,73.9,55.0,17.1,0.44
2016-08-18,Thursday,8,15.55,53218,80.3,88.0,75.0,5.4,0.02
2016-08-09,Tuesday,8,14.84,56112,80.8,89.1,75.0,6.5,0.0
2016-05-22,Sunday,5,19.76,37802,60.7,71.1,54.0,6.5,0.18
2016-06-28,Tuesday,6,14.71,49593,72.6,84.0,69.1,9.3,0.54
2016-04-23,Saturday,4,23.98,33647,66.5,78.1,61.0,8.7,0.14
2016-09-27,Tuesday,9,14.14,61346,70.5,75.9,57.0,8.4,0.15
2016-04-27,Wednesday,4,17.22,41931,51.1,57.9,46.4,7.9,0.11
2016-08-26,Friday,8,16.26,52037,83.6,91.0,73.0,8.7,0.01
2016-07-17,Sunday,7,20.47,41347,83.1,93.0,77.0,5.1,0.0
2016-05-29,Sunday,5,24.45,36877,80.0,91.9,73.0,9.1,0.0
2016-06-01,Wednesday,6,18.27,54665,76.0,84.0,68.0,6.7,0.0
2016-04-28,Thursday,4,15.52,37428,53.3,60.1,46.9,8.3,0.0
2016-03-08,Tuesday,3,15.03,36521,53.9,64.0,37.0,5.8,0.0
2016-03-26,Saturday,3,25.45,27478,47.0,73.0,39.0,10.5,0.07
2016-02-05,Friday,2,13.92,13670,39.4,57.9,32.0,13.7,0.31
2016-02-20,Saturday,2,20.46,24484,47.4,62.1,25.0,10.1,0.0
2016-04-15,Friday,4,15.27,39676,50.8,63.0,43.0,5.2,0.0
2016-01-13,Wednesday,1,13.28,21133,29.3,45.0,24.1,16.9,0.0
2016-07-08,Friday,7,16.5,44419,78.8,93.0,73.9,6.5,0.02
2016-01-27,Wednesday,1,17.99,6761,44.4,48.9,35.1,10.3,0.01
2016-08-13,Saturday,8,18.49,38912,89.2,98.1,75.9,7.0,0.07
2016-03-03,Thursday,3,13.29,24061,31.5,36.0,27.0,11.9,0.0
2016-04-07,Thursday,4,13.86,30402,52.0,60.1,32.0,12.8,0.0
2016-05-05,Thursday,5,15.95,39903,51.8,57.9,46.9,11.6,0.02
2016-06-23,Thursday,6,14.6,53206,74.3,86.0,66.9,6.8,0.0
2016-09-06,Tuesday,9,14.6,52447,77.8,84.0,66.9,15.2,0.0
2016-01-01,Friday,1,20.22,11009,41.9,50.0,39.0,11.8,0.03
2016-02-06,Saturday,2,16.37,16933,36.0,44.1,32.0,9.3,0.05
2016-08-08,Monday,8,15.65,52262,80.8,89.1,73.9,7.1,0.0
2016-01-29,Friday,1,14.06,16028,39.8,44.1,28.9,8.0,0.0
2016-05-26,Thursday,5,15.95,52133,82.2,91.9,60.1,7.2,0.0
2016-05-31,Tuesday,5,15.29,49756,76.7,86.0,69.1,7.5,0.0
2016-01-28,Thursday,1,16.82,11946,37.9,48.0,28.9,5.4,0.0
2016-02-11,Thursday,2,13.52,18748,28.1,39.9,23.0,17.3,99.99
2016-05-02,Monday,5,17.38,38537,50.6,61.0,44.6,6.1,0.15
2016-03-21,Monday,3,13.61,26414,39.6,50.0,33.1,10.4,0.14
2016-06-05,Sunday,6,17.38,22397,69.3,82.9,66.0,7.5,0.27
2016-02-09,Tuesday,2,13.11,22741,30.2,41.0,27.0,8.3,0.06
2016-06-29,Wednesday,6,14.84,54882,75.7,87.1,70.0,5.5,0.07
2016-02-04,Thursday,2,15.73,27766,54.0,57.9,42.1,8.2,0.69
2016-07-02,Saturday,7,20.69,35837,72.9,81.0,68.0,11.5,0.28
2016-07-09,Saturday,7,17.58,38142,70.3,86.0,66.0,9.0,0.01
2016-08-01,Monday,8,15.41,49401,74.2,82.9,71.1,10.4,0.57
2016-03-06,Sunday,3,16.35,18832,37.8,46.9,30.0,4.5,0.0
2016-01-20,Wednesday,1,12.55,23420,32.1,37.9,18.0,13.0,0.0
2016-06-08,Wednesday,6,13.55,42250,64.9,87.1,55.0,13.0,0.01
2016-05-23,Monday,5,15.87,48578,65.0,77.0,54.0,6.0,0.11
2016-08-17,Wednesday,8,15.48,53989,82.8,91.0,78.1,11.7,0.13
2016-05-17,Tuesday,5,15.65,43396,62.3,68.0,44.1,9.2,0.0
2016-08-16,Tuesday,8,14.79,50426,84.9,93.0,78.1,9.0,0.0
2016-06-16,Thursday,6,14.33,46198,73.3,87.1,66.0,4.4,0.12
2016-02-02,Tuesday,2,14.37,28528,45.5,59.0,37.9,5.0,0.0
2016-01-30,Saturday,1,15.29,12973,34.0,42.1,30.0,10.4,0.0
2016-06-10,Friday,6,16.03,53299,67.9,78.1,55.9,12.0,0.0
2016-05-09,Monday,5,17.35,45724,62.9,73.9,48.9,9.9,0.08
2016-03-14,Monday,3,12.24,10930,47.6,64.0,41.0,12.0,0.02
2016-05-20,Friday,5,18.4,52543,64.4,78.1,55.9,5.7,0.0
2016-04-06,Wednesday,4,15.28,29365,39.0,48.0,27.0,9.9,0.0
2016-03-18,Friday,3,15.46,34647,53.0,64.0,45.0,13.3,0.04
2016-01-05,Tuesday,1,11.37,18053,19.5,37.9,12.9,13.8,0.0
2016-06-21,Tuesday,6,14.27,53564,80.8,89.1,66.0,10.0,0.0
2016-01-02,Saturday,1,17.12,14587,37.3,43.0,34.0,11.9,0.0
2016-03-16,Wednesday,3,16.43,36067,53.5,64.9,44.1,3.2,0.0
2016-07-05,Tuesday,7,14.84,43744,76.0,89.1,69.1,6.3,1.08
2016-04-01,Friday,4,17.7,34449,62.6,79.0,48.9,9.1,0.0
2016-08-06,Saturday,8,19.82,44213,80.8,91.0,72.0,8.8,0.0
2016-06-03,Friday,6,15.67,38975,66.3,73.9,62.1,6.3,0.0
2016-06-25,Saturday,6,20.47,43000,73.3,84.9,64.9,8.0,0.0
2016-06-20,Monday,6,15.86,52247,73.4,84.0,66.0,6.9,0.0
2016-05-06,Friday,5,14.94,18860,52.2,57.9,46.9,13.0,0.38
2016-02-10,Wednesday,2,13.48,22420,35.4,39.9,27.0,7.6,0.01
2016-08-02,Tuesday,8,14.99,56764,74.2,80.1,71.1,10.5,0.0
2016-08-04,Thursday,8,16.34,56604,75.6,84.0,68.0,5.9,0.0
2016-08-25,Thursday,8,16.08,53487,78.6,89.1,71.1,10.6,0.0
2016-04-18,Monday,4,17.21,43994,62.5,80.1,48.0,4.4,0.0
2016-06-04,Saturday,6,21.64,40977,72.8,82.9,63.0,5.5,0.02
2016-09-26,Monday,9,14.32,61386,65.6,73.0,57.0,7.2,0.0
2016-09-18,Sunday,9,17.32,51686,76.3,84.9,64.0,8.8,0.0
2016-05-21,Saturday,5,19.7,30519,62.4,78.1,57.0,6.3,0.0
2016-01-06,Wednesday,1,13.93,24569,32.2,43.0,12.9,4.2,0.0
2016-04-21,Thursday,4,15.99,45570,58.8,70.0,50.0,8.2,0.0
2016-06-30,Thursday,6,14.29,54843,77.6,87.1,70.0,6.9,0.0
2016-06-14,Tuesday,6,15.48,54813,69.0,81.0,59.0,11.2,0.0
2016-03-09,Wednesday,3,18.33,41490,54.0,75.0,41.0,5.3,0.0
2016-08-30,Tuesday,8,15.32,57405,79.0,91.0,72.0,9.0,0.0
2016-03-10,Thursday,3,17.65,42252,70.0,78.1,64.0,6.7,0.0
2016-03-22,Tuesday,3,15.57,33497,43.8,55.0,37.0,13.6,0.07
2013-08-28,Wednesday,8,14.16,28185,78.0,86.0,73.0,3.2,0.1
2013-10-05,Saturday,10,16.76,34181,68.3,86.0,64.0,6.7,0.03
2013-08-19,Monday,8,14.89,33127,73.5,80.1,68.0,5.5,0.0
2013-11-29,Friday,11,13.15,10127,34.1,39.0,30.9,7.2,0.0
2013-11-13,Wednesday,11,11.13,23633,34.0,52.0,30.0,13.4,0.01
2013-09-19,Thursday,9,14.11,39200,65.0,77.0,55.0,5.4,0.0
2013-07-13,Saturday,7,18.62,26119,71.4,78.1,68.0,10.5,0.23
2013-08-02,Friday,8,16.09,35792,75.5,86.0,69.1,7.3,0.5
2013-07-14,Sunday,7,19.36,29287,80.2,93.9,69.1,6.0,0.01
2013-07-04,Thursday,7,21.22,22326,82.0,91.0,73.9,8.6,0.96
2013-11-12,Tuesday,11,11.08,19925,43.9,53.1,34.0,13.4,0.02
2013-10-19,Saturday,10,15.61,29548,59.4,69.1,54.0,5.9,0.0
2013-08-18,Sunday,8,16.94,27612,72.5,81.0,68.0,5.2,0.0
2013-08-30,Friday,8,15.44,32318,75.4,86.0,69.1,7.4,0.0
2013-08-04,Sunday,8,19.72,35253,74.6,81.0,70.0,8.7,0.01
2013-08-05,Monday,8,16.12,36776,71.5,81.0,64.0,9.4,0.0
2013-09-27,Friday,9,14.23,37412,61.5,69.1,57.0,6.4,0.0
2013-07-07,Sunday,7,18.64,20477,88.8,98.1,79.0,8.8,0.0
2013-12-27,Friday,12,12.44,11720,35.6,39.9,30.0,10.3,0.0
2013-08-11,Sunday,8,19.43,33060,74.8,84.0,66.9,5.7,0.0
2013-07-23,Tuesday,7,15.74,32376,80.0,91.0,75.0,7.4,0.58
2013-10-16,Wednesday,10,13.34,36911,60.1,70.0,55.9,5.6,0.0
2013-10-18,Friday,10,13.88,38122,64.2,73.0,57.9,11.5,0.01
2013-09-08,Sunday,9,17.08,33196,73.9,80.1,61.0,8.7,0.0
2013-09-24,Tuesday,9,13.78,38417,59.1,73.0,50.0,8.0,0.0
2013-09-18,Wednesday,9,13.93,37957,61.8,71.1,48.9,5.0,0.0
2013-10-04,Friday,10,14.67,40195,74.0,86.0,64.9,4.9,0.0
2013-10-26,Saturday,10,14.57,24569,49.5,55.9,42.1,10.1,0.0
2013-11-05,Tuesday,11,12.21,31493,46.8,55.0,34.0,6.7,0.0
2013-09-07,Saturday,9,17.38,34419,68.3,79.0,57.0,6.5,0.0
2013-12-25,Wednesday,12,13.75,3260,25.6,42.1,19.0,10.3,0.0
2013-12-11,Wednesday,12,11.96,18766,30.7,39.0,27.0,13.2,0.22
2013-08-08,Thursday,8,14.32,28366,75.0,82.0,71.1,9.1,0.16
2013-09-10,Tuesday,9,14.48,36954,74.8,88.0,57.9,8.8,0.0
2013-12-13,Friday,12,12.06,17888,28.2,35.1,23.0,13.0,0.0
2013-12-16,Monday,12,11.22,15562,31.0,39.0,26.1,12.0,0.77
2013-10-31,Thursday,10,12.93,31444,59.3,66.9,48.0,6.2,0.0
2013-07-21,Sunday,7,18.71,30297,82.2,95.0,77.0,7.6,0.0
2013-11-16,Saturday,11,15.31,25194,51.9,59.0,43.0,5.5,0.03
2013-11-27,Wednesday,11,11.03,7976,48.0,60.1,34.0,13.7,1.91
2013-10-06,Sunday,10,14.69,26574,66.5,73.0,64.0,7.6,0.01
2013-09-02,Monday,9,16.86,21416,76.9,80.6,71.6,4.8,0.0
2013-09-21,Saturday,9,17.05,31826,67.4,78.1,61.0,9.4,0.0
2013-12-31,Tuesday,12,13.24,10424,26.0,44.1,21.0,9.9,0.0
2013-07-19,Friday,7,14.67,26591,92.5,100.0,82.9,8.9,0.0
2013-11-19,Tuesday,11,11.48,27417,48.3,64.9,41.0,16.8,0.23
2013-11-09,Saturday,11,14.41,21734,44.3,50.0,39.9,10.3,0.0
2013-10-23,Wednesday,10,12.02,32365,52.8,68.0,50.0,7.8,0.0
2013-09-06,Friday,9,14.81,35868,64.8,77.0,57.0,7.5,0.0
2013-08-29,Thursday,8,14.31,34215,74.6,84.9,71.1,7.3,0.0
2015-03-26,Thursday,3,11.84,14954,45.2,57.0,32.0,4.4,0.05
2015-02-02,Monday,2,15.35,1459,29.6,36.0,19.9,11.2,0.84
2015-11-05,Thursday,11,15.29,43006,62.0,71.1,55.0,3.3,0.0
2015-02-21,Saturday,2,9.85,3157,20.1,28.9,3.0,8.0,0.01
2015-02-08,Sunday,2,11.12,6662,33.0,36.0,26.1,8.9,0.01
2015-10-09,Friday,10,21.96,37283,66.9,78.1,60.1,7.7,0.0
2015-11-10,Tuesday,11,13.02,21585,56.0,60.1,46.0,9.6,0.0
2015-04-01,Wednesday,4,13.22,20146,39.8,51.1,34.0,8.5,0.14
2015-01-14,Wednesday,1,10.38,13086,22.0,36.0,17.1,9.1,0.0
2015-12-23,Wednesday,12,13.38,14817,54.2,62.1,50.0,6.1,0.18
2015-06-20,Saturday,6,16.73,23580,69.5,84.9,64.0,8.3,0.0
2015-06-21,Sunday,6,18.06,25926,75.0,90.0,64.0,9.4,0.25
2015-07-01,Wednesday,7,14.63,37539,76.4,84.9,70.0,9.7,0.35
2015-03-04,Wednesday,3,11.67,7514,38.9,46.9,24.1,8.0,0.73
2015-04-07,Tuesday,4,11.67,16262,50.6,60.1,39.0,7.7,0.01
2015-05-31,Sunday,5,18.39,19586,74.6,86.0,66.0,9.6,0.0
2015-06-13,Saturday,6,19.43,29980,80.5,88.0,71.1,10.1,0.0
2015-05-25,Monday,5,20.07,28164,72.5,82.9,55.9,8.8,0.0
2015-05-04,Monday,5,16.65,32066,66.5,82.0,51.1,7.1,0.0
2015-09-02,Wednesday,9,15.43,43225,80.2,88.0,75.0,5.6,0.0
2015-08-20,Thursday,8,14.21,39280,81.0,87.1,75.9,11.0,0.0
2015-10-29,Thursday,10,16.45,45358,67.6,73.9,51.1,13.5,1.26
2015-08-30,Sunday,8,18.78,32913,79.1,90.0,70.0,7.4,0.0
2015-04-06,Monday,4,15.09,23391,46.7,62.1,39.0,7.8,0.0
2015-01-30,Friday,1,10.86,9015,33.9,37.0,21.0,10.8,0.07
2015-02-17,Tuesday,2,10.82,4784,19.4,28.0,3.9,6.6,0.11
2015-03-11,Wednesday,3,13.4,19561,46.4,60.1,33.1,7.5,0.44
2015-01-09,Friday,1,10.61,7930,24.0,33.1,8.1,13.3,0.0
2015-01-19,Monday,1,11.53,10710,39.4,43.0,28.9,12.3,1.98
2015-12-16,Wednesday,12,13.29,35643,50.0,64.0,45.0,10.8,0.11
2015-07-23,Thursday,7,14.83,42175,77.1,86.0,71.1,9.2,0.0
2015-09-03,Thursday,9,13.92,42879,82.6,93.0,75.0,4.9,0.0
2015-08-28,Friday,8,15.33,41755,73.1,82.9,66.0,5.3,0.0
2015-02-13,Friday,2,10.38,7642,17.6,39.9,9.0,18.2,0.0
2015-06-11,Thursday,6,14.35,37400,80.2,91.9,66.0,8.8,0.0
2015-10-01,Thursday,10,18.45,34719,59.4,78.1,54.0,13.6,0.06
2015-08-31,Monday,8,14.15,40119,82.7,91.9,72.0,7.5,0.08
2015-06-06,Saturday,6,18.09,26334,65.7,73.9,55.9,7.3,0.55
2015-03-28,Saturday,3,12.67,1107,37.6,46.0,33.1,10.7,0.28
2015-01-05,Monday,1,10.63,14506,42.5,57.0,28.9,18.2,0.13
2015-05-16,Saturday,5,18.77,23882,65.2,75.0,55.9,6.5,0.01
2015-05-15,Friday,5,16.0,34945,63.2,73.9,52.0,7.6,0.0
2015-11-16,Monday,11,15.26,40916,58.8,68.0,42.1,5.7,0.0
2015-07-28,Tuesday,7,14.02,40434,82.8,93.9,75.9,5.0,0.0
2015-09-28,Monday,9,17.79,48011,68.5,79.0,55.9,6.3,0.0
2015-05-14,Thursday,5,16.91,40826,59.7,72.0,52.0,8.5,0.0
2015-05-21,Thursday,5,13.77,31214,57.1,66.0,53.1,7.0,0.0
2015-11-03,Tuesday,11,18.02,49326,61.3,73.0,51.1,2.5,0.0
2015-08-18,Tuesday,8,14.11,39916,83.4,93.0,77.0,8.5,0.0
2015-08-06,Thursday,8,14.35,42283,76.3,88.0,64.9,6.7,0.0
2015-08-02,Sunday,8,19.15,31622,81.0,90.0,73.0,6.5,0.0
2015-04-27,Monday,4,13.12,25501,53.8,61.0,45.0,9.9,0.0
2015-09-14,Monday,9,16.59,44668,66.6,79.0,59.0,12.8,0.05
2015-05-06,Wednesday,5,14.55,30313,65.3,81.0,59.0,6.4,0.0
2015-08-16,Sunday,8,19.53,30344,82.8,91.9,73.9,4.9,0.0
2015-05-28,Thursday,5,13.98,35934,73.4,84.0,66.9,7.0,0.02
2015-08-26,Wednesday,8,14.3,42832,76.9,88.0,69.1,9.3,0.0
2015-06-29,Monday,6,15.26,38037,71.3,78.1,62.1,10.1,0.26
2015-04-28,Tuesday,4,14.79,29795,57.2,72.0,48.9,11.5,0.0
2015-09-01,Tuesday,9,14.22,43291,82.6,91.9,75.9,6.3,0.0
2015-01-01,Thursday,1,13.36,5317,31.2,39.0,27.0,11.5,0.0
2015-03-25,Wednesday,3,11.68,14670,39.1,48.0,26.1,5.7,0.0
2015-01-10,Saturday,1,9.93,6109,21.7,33.1,17.1,13.3,0.06
2015-02-11,Wednesday,2,10.82,11439,28.4,39.0,21.9,9.3,0.0
2015-03-22,Sunday,3,12.48,9676,39.9,48.0,28.9,13.8,0.01
2015-08-22,Saturday,8,19.97,34277,76.6,86.0,70.0,6.8,0.0
2015-09-07,Monday,9,19.94,33682,77.8,90.0,66.9,7.9,0.0
2015-10-14,Wednesday,10,15.81,49998,64.5,73.0,59.0,9.2,0.0
2015-06-17,Wednesday,6,14.45,38030,73.9,79.0,64.0,8.3,0.34
2015-06-15,Monday,6,13.0,25087,70.3,79.0,62.6,9.0,0.79
2015-01-26,Monday,1,11.09,4141,26.6,35.1,21.2,14.7,0.0
2015-12-02,Wednesday,12,13.51,23782,48.1,55.4,46.0,5.1,0.24
2015-12-17,Thursday,12,14.38,21961,53.4,59.0,48.0,6.5,0.05
2015-12-03,Thursday,12,13.15,33917,51.4,57.2,46.9,11.5,0.1
2015-06-16,Tuesday,6,13.38,32147,68.1,79.0,62.6,7.1,0.02
2015-12-30,Wednesday,12,15.92,22477,41.8,48.0,34.0,4.8,0.13
2015-01-27,Tuesday,1,15.94,1214,24.4,30.0,19.9,14.9,0.45
2015-03-01,Sunday,3,12.34,2879,26.7,30.0,15.1,4.4,0.0
2015-09-22,Tuesday,9,16.31,48685,66.3,73.0,59.0,10.8,0.0
2015-12-11,Friday,12,15.88,39060,54.3,61.0,48.9,5.4,0.0
2015-12-09,Wednesday,12,14.53,35306,45.7,53.1,39.0,4.2,0.0
2015-04-26,Sunday,4,19.0,21594,52.0,61.0,39.0,5.2,0.0
2015-09-24,Thursday,9,17.99,52706,69.9,81.0,59.0,6.4,0.0
2015-05-07,Thursday,5,15.37,34871,64.6,75.9,52.0,5.2,0.0
2015-05-03,Sunday,5,20.46,27694,59.5,75.9,48.0,6.4,0.0
2015-05-29,Friday,5,15.6,37756,73.0,84.0,64.0,7.2,0.0
2015-11-02,Monday,11,16.64,44534,60.2,64.9,53.1,4.9,0.0
2015-11-06,Friday,11,17.1,47162,68.3,75.0,57.0,7.5,0.0
2015-07-29,Wednesday,7,13.74,39428,86.3,95.0,75.9,5.8,0.0
2015-12-07,Monday,12,14.11,34139,48.8,55.0,39.9,4.5,0.0
2015-09-23,Wednesday,9,17.72,48366,67.6,79.0,59.0,6.3,0.0
2015-06-14,Sunday,6,18.83,28184,77.0,87.1,68.0,6.3,0.0
2015-12-20,Sunday,12,16.17,17030,39.8,44.1,36.0,12.0,0.0
2015-11-25,Wednesday,11,15.1,30295,44.0,48.9,33.1,6.5,0.0
2015-02-23,Monday,2,10.53,7458,29.3,42.1,16.0,14.0,0.11
2015-08-15,Saturday,8,21.43,37821,81.4,91.9,71.1,6.5,0.0
2015-09-15,Tuesday,9,17.1,48729,73.2,84.0,59.0,6.2,0.0
2015-04-19,Sunday,4,18.13,21475,57.6,79.0,50.0,8.8,0.0
2015-08-25,Tuesday,8,16.29,41655,80.6,88.0,73.0,8.3,0.0
2015-09-19,Saturday,9,23.09,43011,73.9,84.9,69.1,7.7,0.0
2015-11-14,Saturday,11,17.23,25299,47.8,59.0,45.0,16.2,0.0
2015-10-20,Tuesday,10,16.73,45376,56.0,71.1,37.0,10.5,0.0
2015-08-09,Sunday,8,24.25,32716,75.7,87.1,69.1,6.8,0.0
2015-02-05,Thursday,2,10.39,9208,33.2,41.0,21.0,12.1,0.0
2015-08-14,Friday,8,16.07,39983,78.9,88.0,69.1,5.2,0.0
2015-09-06,Sunday,9,20.81,33199,73.9,84.0,66.9,5.1,0.0
2015-06-07,Sunday,6,19.35,30773,65.3,73.9,57.0,7.6,0.0
2015-07-21,Tuesday,7,14.46,38499,86.0,95.0,80.1,6.3,0.0
2015-11-07,Saturday,11,21.32,35586,65.9,75.0,57.0,9.2,0.0
2015-12-04,Friday,12,14.55,34737,46.9,55.9,44.1,10.5,0.0
2015-05-02,Saturday,5,19.35,25743,53.9,69.1,48.0,4.7,0.0
2015-10-10,Saturday,10,23.58,39345,60.0,78.1,52.0,8.1,0.5
2015-10-31,Saturday,10,20.49,31756,49.0,60.1,43.0,7.8,0.0
2015-03-06,Friday,3,12.28,5162,21.0,41.0,15.1,7.1,0.38
2015-09-20,Sunday,9,22.25,40462,73.3,80.1,69.1,10.8,0.0
2015-10-17,Saturday,10,20.51,31809,52.9,64.0,48.0,11.6,0.0
2015-01-20,Tuesday,1,10.8,16129,37.2,42.1,34.0,9.6,0.0
2015-09-25,Friday,9,18.58,51368,68.5,81.0,63.0,9.7,0.0
2015-04-16,Thursday,4,13.47,27180,56.5,70.0,46.9,7.4,0.0
2015-05-23,Saturday,5,20.41,23910,59.3,75.0,50.0,11.5,0.0
2015-01-06,Tuesday,1,10.58,8739,21.2,28.9,17.6,8.7,0.0
2015-03-18,Wednesday,3,11.33,13842,33.7,37.9,28.9,19.6,0.01
2015-03-08,Sunday,3,13.69,7898,40.2,48.0,35.1,8.4,0.0
2015-01-03,Saturday,1,10.92,4478,35.2,42.1,30.9,8.1,0.0
2015-03-02,Monday,3,11.29,7283,32.2,37.9,24.1,9.0,0.48
2015-06-28,Sunday,6,17.47,20591,64.2,73.9,60.1,12.4,1.32
2015-09-11,Friday,9,15.51,47613,72.4,81.0,66.0,8.8,0.52
2015-09-29,Tuesday,9,17.2,48725,74.7,82.9,64.9,5.5,0.0
2015-07-30,Thursday,7,13.44,31166,82.1,95.0,75.0,8.8,0.0
2015-04-14,Tuesday,4,12.63,22703,59.3,64.9,46.9,7.0,0.0
2015-04-09,Thursday,4,11.79,16546,39.3,46.0,37.0,12.4,0.0
2015-05-09,Saturday,5,19.64,24329,58.0,79.0,53.1,8.4,0.0
2015-11-12,Thursday,11,13.34,37319,55.2,60.1,50.0,8.0,0.23
2015-03-10,Tuesday,3,12.06,11781,40.7,54.0,33.1,4.6,0.11
2015-04-22,Wednesday,4,12.9,21997,58.8,66.9,50.0,8.9,0.07
